Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-920.5893	-1060.834	140.2447	0.0214929	0.00982288	0.0108863	0.00446639	0.00404023	0.0183965	0.00167181	0.00709167	0.0126942	0.015303	0.00294634	0.00211338	0.00277679	0.00112319	0.00353182	0.00641273	0.0105789	0.00294254	0.0027425	0.00020172	0.00500164	0.00785699	0.00508389	0.0025	6.34618e-05	0.00148812	0.000960931	0.00693433	0.0177709	0.00821474	0.00961891	0.000250167	0.00432034	0.00414708	0.0167757	0.00568795	0.00553969	0.0109297	0.00815003	0.00538823	0.00248423	0.0110657	0.0109431	0.00794011	0.00604034	0.00304013	0.0237611	0.00163093	0.0103309	0.00231524	0.00341836	0.0050558	0.00459894	0.0361074	0.00972183	0.00159698	0.000415995	0.0190823	0.00532451	0.00149449	0.00378082	0.0128718	0.0202462	0.00815458	0.00832601	0.04915	0.000945427	0.00341567	0.0258993	0.00613155	0.00658744	0.00644162	0.00538823	0.00263287	0.000890272	0.0140987	0.0148805	0.00655057	0.00275238	0.0076252	0.0519706	0.00947127	0.0701892	0.018214	0.00740743	0.415316	1.70162	0.2477557	1.752244	0.111759	0.343435	0.71646	1.39575	2.91176	8.94783	1.584541	7.072469	0.2928854	0.026923	0.0123046	0.0136367	0.00559482	0.00506099	0.0230443	0.00209419	0.00888337	0.0159013	0.0191692	0.00369073	0.00264732	0.00347834	0.00140696	0.00442412	0.0080329	0.0132517	0.00368597	0.00343539	0.000252684	0.00626529	0.00984205	0.00636833	0.00313162	7.94954e-05	0.00186409	0.00120371	0.00868628	0.0222606	0.0102902	0.0120491	0.000313372	0.00541187	0.00519484	0.021014	0.00712501	0.00693928	0.013691	0.0102091	0.00674956	0.00311187	0.0138614	0.0137079	0.00994617	0.00756642	0.00380821	0.0297643	0.00204298	0.0129409	0.00290019	0.004282	0.00633314	0.00576086	0.0452299	0.012178	0.00200045	0.000521095	0.0239034	0.00666974	0.00187207	0.00473604	0.0161238	0.0253614	0.0102148	0.0104296	0.0615677	0.00118429	0.00427864	0.0324427	0.00768068	0.00825175	0.00806909	0.00674955	0.00329806	0.0011152	0.0176607	0.0186401	0.00820556	0.00344777	0.00955169	0.0651009	0.0118642	0.0879224	0.0228158	0.00927891	0.876122	0.123878	0.7983085
36	-919.9834	-1059.646	139.6623	0.0596644	0.00729547	0.0145462	0.00148363	0.0127352	0.0029097	0.00195864	0.0104543	0.0119616	0.0069678	0.00215654	0.00248921	0.00269592	0.00577458	0.00298379	0.0114783	0.0033593	0.00115704	0.00124275	0.000592188	0.00840551	0.0114883	0.012567	0.0047103	0.000909368	0.00178937	0.000351958	0.006432	0.0355903	0.00843566	0.0298165	0.000902968	0.00420502	0.00325907	0.0120353	0.00735405	0.00457217	0.0162117	0.00894453	0.00585851	0.0104494	0.0119085	0.00325527	0.0076991	0.0317901	0.000706805	0.00198347	0.00499333	0.0282939	0.00202403	0.00334266	0.0016537	0.0124412	0.0476227	0.0238043	0.00040507	0.000301946	0.0387008	0.0203216	0.0031707	0.0175217	0.00723225	0.0124867	0.0177166	0.012374	0.0275239	0.00605598	0.00367571	0.0201363	0.0130807	0.00135833	0.00485194	0.00168456	0.00543357	0.0167334	0.0132887	0.00431332	0.00662099	0.00764993	0.00793134	0.0606069	0.000666913	0.0483786	0.0211541	0.00720972	0.404327	1.71481	0.1659457	1.834054	0.149684	0.396032	0.74903	1.33506	2.52505	6.68076	1.373276	11.05213	0.2829426	0.0629172	0.0076932	0.0153392	0.00156451	0.0134295	0.00306832	0.00206542	0.0110242	0.0126137	0.00734767	0.00227411	0.00262491	0.0028429	0.00608939	0.00314646	0.0121041	0.00354244	0.00122012	0.00131051	0.000624472	0.00886376	0.0121146	0.0132522	0.0049671	0.000958944	0.00188692	0.000371146	0.00678266	0.0375306	0.00889555	0.031442	0.000952195	0.00443427	0.00343674	0.0126914	0.00775498	0.00482143	0.0170956	0.00943216	0.0061779	0.0110191	0.0125577	0.00343273	0.00811883	0.0335232	0.000745338	0.0020916	0.00526556	0.0298364	0.00213438	0.00352489	0.00174386	0.0131195	0.050219	0.0251021	0.000427153	0.000318407	0.0408107	0.0214295	0.00334356	0.018477	0.00762653	0.0131674	0.0186824	0.0130486	0.0290244	0.00638614	0.0038761	0.0212341	0.0137938	0.00143238	0.00511646	0.0017764	0.0057298	0.0176456	0.0140131	0.00454847	0.00698195	0.00806698	0.00836374	0.0639111	0.000703271	0.0510161	0.0223074	0.00760277	0.917027	0.0829729	0.9483012
72	-906.9886	-1047.351	140.3624	0.0322328	0.0193665	0.0210265	0.000862956	0.00143575	0.0111948	0.00313929	0.0226695	0.0126889	0.0213218	0.00161596	0.00574275	0.00281842	0.0128068	0.00152181	0.00506609	0.00105892	0.00213893	0.0029694	0.0108033	0.0105826	0.00186481	0.00736976	0.00434076	0.000153241	0.00153966	0.00471728	0.00529555	0.0712635	0.00190006	0.00908875	0.00176907	0.00205543	0.00189175	2.51764e-05	0.00411301	0.00246055	0.0163308	0.0123804	0.00676063	0.00632475	0.0205224	0.00858494	0.0023876	0.00315251	0.0489877	0.0249561	0.0184148	0.00412197	0.001824	0.00268064	0.00519187	0.0594491	0.00724108	0.0527934	0.000811509	0.038366	0.0147701	0.013554	0.00759549	0.00262999	0.00730983	0.013873	0.0145697	0.00357449	0.00264957	0.0234794	0.00671991	0.00811421	0.0126507	0.00506212	0.0246862	0.00465054	0.00268528	0.0450347	0.0268673	0.00293771	0.00585503	0.00575422	0.00235174	0.0137358	0.000348441	0.00734592	0.0122484	0.0247187	0.504256	1.59489	0.3077891	1.692211	0.127749	0.36658	0.731187	1.36764	2.72792	7.82785	1.48785	5.497955	0.3794036	0.0328918	0.0197624	0.0214563	0.000880597	0.0014651	0.0114237	0.00320346	0.0231329	0.0129483	0.0217576	0.00164899	0.00586015	0.00287604	0.0130686	0.00155292	0.00516966	0.00108056	0.00218265	0.0030301	0.0110242	0.0107989	0.00190293	0.00752042	0.0044295	0.000156374	0.00157113	0.00481371	0.0054038	0.0727203	0.0019389	0.00927455	0.00180523	0.00209745	0.00193042	2.5691e-05	0.0041971	0.00251085	0.0166646	0.0126335	0.00689883	0.00645404	0.0209419	0.00876044	0.00243641	0.00321696	0.0499892	0.0254663	0.0187912	0.00420624	0.00186129	0.00273544	0.00529801	0.0606644	0.00738911	0.0538727	0.000828098	0.0391503	0.015072	0.0138311	0.00775077	0.00268376	0.00745926	0.0141566	0.0148675	0.00364756	0.00270374	0.0239594	0.00685728	0.00828008	0.0129093	0.0051656	0.0251908	0.00474561	0.00274017	0.0459553	0.0274165	0.00299777	0.00597472	0.00587185	0.00239982	0.0140166	0.000355564	0.00749609	0.0124988	0.025224	0.846105	0.153895	0.9799666
108	-907.2623	-1047.601	140.3387	0.0322328	0.0193665	0.0210265	0.000862956	0.00143575	0.0111948	0.00313929	0.0226695	0.0126889	0.0213218	0.00161596	0.00574275	0.00281842	0.0128068	0.00152181	0.00506609	0.00105892	0.00213893	0.0029694	0.0108033	0.0105826	0.00186481	0.00736976	0.00434076	0.000153241	0.00153966	0.00471728	0.00529555	0.0712635	0.00190006	0.00908875	0.00176907	0.00205543	0.00189175	2.51764e-05	0.00411301	0.00246055	0.0163308	0.0123804	0.00676063	0.00632475	0.0205224	0.00858494	0.0023876	0.00315251	0.0489877	0.0249561	0.0184148	0.00412197	0.001824	0.00268064	0.00519187	0.0594491	0.00724108	0.0527934	0.000811509	0.038366	0.0147701	0.013554	0.00759549	0.00262999	0.00730983	0.013873	0.0145697	0.00357449	0.00264957	0.0234794	0.00671991	0.00811421	0.0126507	0.00506212	0.0246862	0.00465054	0.00268528	0.0450347	0.0268673	0.00293771	0.00585503	0.00575422	0.00235174	0.0137358	0.000348441	0.00734592	0.0122484	0.0247187	0.504256	1.59489	0.3034826	1.696517	0.127749	0.36658	0.731187	1.36764	2.72792	7.82785	1.48785	5.590163	0.3794036	0.0328918	0.0197624	0.0214563	0.000880597	0.0014651	0.0114237	0.00320346	0.0231329	0.0129483	0.0217576	0.00164899	0.00586015	0.00287604	0.0130686	0.00155292	0.00516966	0.00108056	0.00218265	0.0030301	0.0110242	0.0107989	0.00190293	0.00752042	0.0044295	0.000156374	0.00157113	0.00481371	0.0054038	0.0727203	0.0019389	0.00927455	0.00180523	0.00209745	0.00193042	2.5691e-05	0.0041971	0.00251085	0.0166646	0.0126335	0.00689883	0.00645404	0.0209419	0.00876044	0.00243641	0.00321696	0.0499892	0.0254663	0.0187912	0.00420624	0.00186129	0.00273544	0.00529801	0.0606644	0.00738911	0.0538727	0.000828098	0.0391503	0.015072	0.0138311	0.00775077	0.00268376	0.00745926	0.0141566	0.0148675	0.00364756	0.00270374	0.0239594	0.00685728	0.00828008	0.0129093	0.0051656	0.0251908	0.00474561	0.00274017	0.0459553	0.0274165	0.00299777	0.00597472	0.00587185	0.00239982	0.0140166	0.000355564	0.00749609	0.0124988	0.025224	0.848259	0.151741	0.9799666
144	-907.1311	-1047.04	139.9091	0.0322328	0.0193665	0.0210265	0.000862956	0.00143575	0.0111948	0.00313929	0.0226695	0.0126889	0.0213218	0.00161596	0.00574275	0.00281842	0.0128068	0.00152181	0.00506609	0.00105892	0.00213893	0.0029694	0.0108033	0.0105826	0.00186481	0.00736976	0.00434076	0.000153241	0.00153966	0.00471728	0.00529555	0.0712635	0.00190006	0.00908875	0.00176907	0.00205543	0.00189175	2.51764e-05	0.00411301	0.00246055	0.0163308	0.0123804	0.00676063	0.00632475	0.0205224	0.00858494	0.0023876	0.00315251	0.0489877	0.0249561	0.0184148	0.00412197	0.001824	0.00268064	0.00519187	0.0594491	0.00724108	0.0527934	0.000811509	0.038366	0.0147701	0.013554	0.00759549	0.00262999	0.00730983	0.013873	0.0145697	0.00357449	0.00264957	0.0234794	0.00671991	0.00811421	0.0126507	0.00506212	0.0246862	0.00465054	0.00268528	0.0450347	0.0268673	0.00293771	0.00585503	0.00575422	0.00235174	0.0137358	0.000348441	0.00734592	0.0122484	0.0247187	0.504256	1.59489	0.2355166	1.764483	0.127749	0.36658	0.731187	1.36764	2.72792	7.82785	1.48785	7.491971	0.3794036	0.0328918	0.0197624	0.0214563	0.000880597	0.0014651	0.0114237	0.00320346	0.0231329	0.0129483	0.0217576	0.00164899	0.00586015	0.00287604	0.0130686	0.00155292	0.00516966	0.00108056	0.00218265	0.0030301	0.0110242	0.0107989	0.00190293	0.00752042	0.0044295	0.000156374	0.00157113	0.00481371	0.0054038	0.0727203	0.0019389	0.00927455	0.00180523	0.00209745	0.00193042	2.5691e-05	0.0041971	0.00251085	0.0166646	0.0126335	0.00689883	0.00645404	0.0209419	0.00876044	0.00243641	0.00321696	0.0499892	0.0254663	0.0187912	0.00420624	0.00186129	0.00273544	0.00529801	0.0606644	0.00738911	0.0538727	0.000828098	0.0391503	0.015072	0.0138311	0.00775077	0.00268376	0.00745926	0.0141566	0.0148675	0.00364756	0.00270374	0.0239594	0.00685728	0.00828008	0.0129093	0.0051656	0.0251908	0.00474561	0.00274017	0.0459553	0.0274165	0.00299777	0.00597472	0.00587185	0.00239982	0.0140166	0.000355564	0.00749609	0.0124988	0.025224	0.882242	0.117758	0.9799666
180	-913.7116	-1054.048	140.3361	0.0322328	0.0193665	0.0210265	0.000862956	0.00143575	0.0111948	0.00313929	0.0226695	0.0126889	0.0213218	0.00161596	0.00574275	0.00281842	0.0128068	0.00152181	0.00506609	0.00105892	0.00213893	0.0029694	0.0108033	0.0105826	0.00186481	0.00736976	0.00434076	0.000153241	0.00153966	0.00471728	0.00529555	0.0712635	0.00190006	0.00908875	0.00176907	0.00205543	0.00189175	2.51764e-05	0.00411301	0.00246055	0.0163308	0.0123804	0.00676063	0.00632475	0.0205224	0.00858494	0.0023876	0.00315251	0.0489877	0.0249561	0.0184148	0.00412197	0.001824	0.00268064	0.00519187	0.0594491	0.00724108	0.0527934	0.000811509	0.038366	0.0147701	0.013554	0.00759549	0.00262999	0.00730983	0.013873	0.0145697	0.00357449	0.00264957	0.0234794	0.00671991	0.00811421	0.0126507	0.00506212	0.0246862	0.00465054	0.00268528	0.0450347	0.0268673	0.00293771	0.00585503	0.00575422	0.00235174	0.0137358	0.000348441	0.00734592	0.0122484	0.0247187	0.504256	1.59489	0.3030148	1.696985	0.127749	0.36658	0.731187	1.36764	2.72792	7.82785	1.48785	5.600337	0.3794036	0.0328918	0.0197624	0.0214563	0.000880597	0.0014651	0.0114237	0.00320346	0.0231329	0.0129483	0.0217576	0.00164899	0.00586015	0.00287604	0.0130686	0.00155292	0.00516966	0.00108056	0.00218265	0.0030301	0.0110242	0.0107989	0.00190293	0.00752042	0.0044295	0.000156374	0.00157113	0.00481371	0.0054038	0.0727203	0.0019389	0.00927455	0.00180523	0.00209745	0.00193042	2.5691e-05	0.0041971	0.00251085	0.0166646	0.0126335	0.00689883	0.00645404	0.0209419	0.00876044	0.00243641	0.00321696	0.0499892	0.0254663	0.0187912	0.00420624	0.00186129	0.00273544	0.00529801	0.0606644	0.00738911	0.0538727	0.000828098	0.0391503	0.015072	0.0138311	0.00775077	0.00268376	0.00745926	0.0141566	0.0148675	0.00364756	0.00270374	0.0239594	0.00685728	0.00828008	0.0129093	0.0051656	0.0251908	0.00474561	0.00274017	0.0459553	0.0274165	0.00299777	0.00597472	0.00587185	0.00239982	0.0140166	0.000355564	0.00749609	0.0124988	0.025224	0.848493	0.151507	0.9799666
216	-905.9344	-1046.422	140.4874	0.0322328	0.0193665	0.0210265	0.000862956	0.00143575	0.0111948	0.00313929	0.0226695	0.0126889	0.0213218	0.00161596	0.00574275	0.00281842	0.0128068	0.00152181	0.00506609	0.00105892	0.00213893	0.0029694	0.0108033	0.0105826	0.00186481	0.00736976	0.00434076	0.000153241	0.00153966	0.00471728	0.00529555	0.0712635	0.00190006	0.00908875	0.00176907	0.00205543	0.00189175	2.51764e-05	0.00411301	0.00246055	0.0163308	0.0123804	0.00676063	0.00632475	0.0205224	0.00858494	0.0023876	0.00315251	0.0489877	0.0249561	0.0184148	0.00412197	0.001824	0.00268064	0.00519187	0.0594491	0.00724108	0.0527934	0.000811509	0.038366	0.0147701	0.013554	0.00759549	0.00262999	0.00730983	0.013873	0.0145697	0.00357449	0.00264957	0.0234794	0.00671991	0.00811421	0.0126507	0.00506212	0.0246862	0.00465054	0.00268528	0.0450347	0.0268673	0.00293771	0.00585503	0.00575422	0.00235174	0.0137358	0.000348441	0.00734592	0.0122484	0.0247187	0.504256	1.59489	0.3315045	1.668496	0.127749	0.36658	0.731187	1.36764	2.72792	7.82785	1.48785	5.033101	0.3794036	0.0328918	0.0197624	0.0214563	0.000880597	0.0014651	0.0114237	0.00320346	0.0231329	0.0129483	0.0217576	0.00164899	0.00586015	0.00287604	0.0130686	0.00155292	0.00516966	0.00108056	0.00218265	0.0030301	0.0110242	0.0107989	0.00190293	0.00752042	0.0044295	0.000156374	0.00157113	0.00481371	0.0054038	0.0727203	0.0019389	0.00927455	0.00180523	0.00209745	0.00193042	2.5691e-05	0.0041971	0.00251085	0.0166646	0.0126335	0.00689883	0.00645404	0.0209419	0.00876044	0.00243641	0.00321696	0.0499892	0.0254663	0.0187912	0.00420624	0.00186129	0.00273544	0.00529801	0.0606644	0.00738911	0.0538727	0.000828098	0.0391503	0.015072	0.0138311	0.00775077	0.00268376	0.00745926	0.0141566	0.0148675	0.00364756	0.00270374	0.0239594	0.00685728	0.00828008	0.0129093	0.0051656	0.0251908	0.00474561	0.00274017	0.0459553	0.0274165	0.00299777	0.00597472	0.00587185	0.00239982	0.0140166	0.000355564	0.00749609	0.0124988	0.025224	0.834248	0.165752	0.9799666
252	-908.2957	-1048.666	140.3704	0.0322328	0.0193665	0.0210265	0.000862956	0.00143575	0.0111948	0.00313929	0.0226695	0.0126889	0.0213218	0.00161596	0.00574275	0.00281842	0.0128068	0.00152181	0.00506609	0.00105892	0.00213893	0.0029694	0.0108033	0.0105826	0.00186481	0.00736976	0.00434076	0.000153241	0.00153966	0.00471728	0.00529555	0.0712635	0.00190006	0.00908875	0.00176907	0.00205543	0.00189175	2.51764e-05	0.00411301	0.00246055	0.0163308	0.0123804	0.00676063	0.00632475	0.0205224	0.00858494	0.0023876	0.00315251	0.0489877	0.0249561	0.0184148	0.00412197	0.001824	0.00268064	0.00519187	0.0594491	0.00724108	0.0527934	0.000811509	0.038366	0.0147701	0.013554	0.00759549	0.00262999	0.00730983	0.013873	0.0145697	0.00357449	0.00264957	0.0234794	0.00671991	0.00811421	0.0126507	0.00506212	0.0246862	0.00465054	0.00268528	0.0450347	0.0268673	0.00293771	0.00585503	0.00575422	0.00235174	0.0137358	0.000348441	0.00734592	0.0122484	0.0247187	0.504256	1.59489	0.309243	1.690757	0.127749	0.36658	0.731187	1.36764	2.72792	7.82785	1.48785	5.467406	0.3794036	0.0328918	0.0197624	0.0214563	0.000880597	0.0014651	0.0114237	0.00320346	0.0231329	0.0129483	0.0217576	0.00164899	0.00586015	0.00287604	0.0130686	0.00155292	0.00516966	0.00108056	0.00218265	0.0030301	0.0110242	0.0107989	0.00190293	0.00752042	0.0044295	0.000156374	0.00157113	0.00481371	0.0054038	0.0727203	0.0019389	0.00927455	0.00180523	0.00209745	0.00193042	2.5691e-05	0.0041971	0.00251085	0.0166646	0.0126335	0.00689883	0.00645404	0.0209419	0.00876044	0.00243641	0.00321696	0.0499892	0.0254663	0.0187912	0.00420624	0.00186129	0.00273544	0.00529801	0.0606644	0.00738911	0.0538727	0.000828098	0.0391503	0.015072	0.0138311	0.00775077	0.00268376	0.00745926	0.0141566	0.0148675	0.00364756	0.00270374	0.0239594	0.00685728	0.00828008	0.0129093	0.0051656	0.0251908	0.00474561	0.00274017	0.0459553	0.0274165	0.00299777	0.00597472	0.00587185	0.00239982	0.0140166	0.000355564	0.00749609	0.0124988	0.025224	0.845379	0.154621	0.9799666
288	-908.4333	-1048.78	140.3468	0.0322328	0.0193665	0.0210265	0.000862956	0.00143575	0.0111948	0.00313929	0.0226695	0.0126889	0.0213218	0.00161596	0.00574275	0.00281842	0.0128068	0.00152181	0.00506609	0.00105892	0.00213893	0.0029694	0.0108033	0.0105826	0.00186481	0.00736976	0.00434076	0.000153241	0.00153966	0.00471728	0.00529555	0.0712635	0.00190006	0.00908875	0.00176907	0.00205543	0.00189175	2.51764e-05	0.00411301	0.00246055	0.0163308	0.0123804	0.00676063	0.00632475	0.0205224	0.00858494	0.0023876	0.00315251	0.0489877	0.0249561	0.0184148	0.00412197	0.001824	0.00268064	0.00519187	0.0594491	0.00724108	0.0527934	0.000811509	0.038366	0.0147701	0.013554	0.00759549	0.00262999	0.00730983	0.013873	0.0145697	0.00357449	0.00264957	0.0234794	0.00671991	0.00811421	0.0126507	0.00506212	0.0246862	0.00465054	0.00268528	0.0450347	0.0268673	0.00293771	0.00585503	0.00575422	0.00235174	0.0137358	0.000348441	0.00734592	0.0122484	0.0247187	0.504256	1.59489	0.3049439	1.695056	0.127749	0.36658	0.731187	1.36764	2.72792	7.82785	1.48785	5.558584	0.3794036	0.0328918	0.0197624	0.0214563	0.000880597	0.0014651	0.0114237	0.00320346	0.0231329	0.0129483	0.0217576	0.00164899	0.00586015	0.00287604	0.0130686	0.00155292	0.00516966	0.00108056	0.00218265	0.0030301	0.0110242	0.0107989	0.00190293	0.00752042	0.0044295	0.000156374	0.00157113	0.00481371	0.0054038	0.0727203	0.0019389	0.00927455	0.00180523	0.00209745	0.00193042	2.5691e-05	0.0041971	0.00251085	0.0166646	0.0126335	0.00689883	0.00645404	0.0209419	0.00876044	0.00243641	0.00321696	0.0499892	0.0254663	0.0187912	0.00420624	0.00186129	0.00273544	0.00529801	0.0606644	0.00738911	0.0538727	0.000828098	0.0391503	0.015072	0.0138311	0.00775077	0.00268376	0.00745926	0.0141566	0.0148675	0.00364756	0.00270374	0.0239594	0.00685728	0.00828008	0.0129093	0.0051656	0.0251908	0.00474561	0.00274017	0.0459553	0.0274165	0.00299777	0.00597472	0.00587185	0.00239982	0.0140166	0.000355564	0.00749609	0.0124988	0.025224	0.847528	0.152472	0.9799666
324	-913.3127	-1053.139	139.8266	0.0322328	0.0193665	0.0210265	0.000862956	0.00143575	0.0111948	0.00313929	0.0226695	0.0126889	0.0213218	0.00161596	0.00574275	0.00281842	0.0128068	0.00152181	0.00506609	0.00105892	0.00213893	0.0029694	0.0108033	0.0105826	0.00186481	0.00736976	0.00434076	0.000153241	0.00153966	0.00471728	0.00529555	0.0712635	0.00190006	0.00908875	0.00176907	0.00205543	0.00189175	2.51764e-05	0.00411301	0.00246055	0.0163308	0.0123804	0.00676063	0.00632475	0.0205224	0.00858494	0.0023876	0.00315251	0.0489877	0.0249561	0.0184148	0.00412197	0.001824	0.00268064	0.00519187	0.0594491	0.00724108	0.0527934	0.000811509	0.038366	0.0147701	0.013554	0.00759549	0.00262999	0.00730983	0.013873	0.0145697	0.00357449	0.00264957	0.0234794	0.00671991	0.00811421	0.0126507	0.00506212	0.0246862	0.00465054	0.00268528	0.0450347	0.0268673	0.00293771	0.00585503	0.00575422	0.00235174	0.0137358	0.000348441	0.00734592	0.0122484	0.0247187	0.504256	1.59489	0.2243974	1.775603	0.127749	0.36658	0.731187	1.36764	2.72792	7.82785	1.48785	7.91276	0.3794036	0.0328918	0.0197624	0.0214563	0.000880597	0.0014651	0.0114237	0.00320346	0.0231329	0.0129483	0.0217576	0.00164899	0.00586015	0.00287604	0.0130686	0.00155292	0.00516966	0.00108056	0.00218265	0.0030301	0.0110242	0.0107989	0.00190293	0.00752042	0.0044295	0.000156374	0.00157113	0.00481371	0.0054038	0.0727203	0.0019389	0.00927455	0.00180523	0.00209745	0.00193042	2.5691e-05	0.0041971	0.00251085	0.0166646	0.0126335	0.00689883	0.00645404	0.0209419	0.00876044	0.00243641	0.00321696	0.0499892	0.0254663	0.0187912	0.00420624	0.00186129	0.00273544	0.00529801	0.0606644	0.00738911	0.0538727	0.000828098	0.0391503	0.015072	0.0138311	0.00775077	0.00268376	0.00745926	0.0141566	0.0148675	0.00364756	0.00270374	0.0239594	0.00685728	0.00828008	0.0129093	0.0051656	0.0251908	0.00474561	0.00274017	0.0459553	0.0274165	0.00299777	0.00597472	0.00587185	0.00239982	0.0140166	0.000355564	0.00749609	0.0124988	0.025224	0.887801	0.112199	0.9799666
